UBBB -> LKPR | Disp: 0 de 300 
SPIM -> OJAI | Disp: 0 de 360 
SPIM -> SKBO | Disp: 0 de 340 
EBCI -> SABE | Disp: 0 de 340 
EBCI -> UMMS | Disp: 0 de 320 
SPIM -> OOMS | Disp: 0 de 300 
UBBB -> EHAM | Disp: 0 de 360 
EBCI -> SUAA | Disp: 0 de 360 
SPIM -> OSDI | Disp: 0 de 360 
UBBB -> SCEL | Disp: 0 de 300 
UBBB -> LKPR | Disp: 0 de 340 
SPIM -> EKCH | Disp: 0 de 340 
UBBB -> SCEL | Disp: 0 de 320 
EBCI -> SABE | Disp: 0 de 340 
EBCI -> SGAS | Disp: 0 de 340 
UBBB -> SKBO | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 360 
EBCI -> EDDI | Disp: 0 de 320 
EBCI -> SLLP | Disp: 0 de 300 
EBCI -> LATI | Disp: 0 de 340 
SPIM -> LKPR | Disp: 0 de 320 
EBCI -> VIDP | Disp: 174 de 300 
UBBB -> LBSF | Disp: 250 de 320 
SPIM -> LATI | Disp: 0 de 300 
SPIM -> OYSN | Disp: 0 de 300 
SPIM -> SUAA | Disp: 0 de 300 
SPIM -> OJAI | Disp: 0 de 300 
EBCI -> OJAI | Disp: 0 de 300 
SPIM -> SBBR | Disp: 0 de 300 
UBBB -> LATI | Disp: 262 de 300 
UBBB -> LOWW | Disp: 126 de 320 
UBBB -> OSDI | Disp: 0 de 300 
SPIM -> SEQM | Disp: 0 de 320 
UBBB -> OOMS | Disp: 0 de 340 
SPIM -> LOWW | Disp: 0 de 340 
EBCI -> LKPR | Disp: 0 de 300 
EBCI -> VIDP | Disp: 0 de 340 
SPIM -> OJAI | Disp: 0 de 300 
UBBB -> SABE | Disp: 0 de 300 
SPIM -> OAKB | Disp: 0 de 320 
UBBB -> EKCH | Disp: 0 de 340 
UBBB -> OMDB | Disp: 0 de 300 
SPIM -> OJAI | Disp: 0 de 320 
EBCI -> SVMI | Disp: 0 de 300 
EBCI -> LOWW | Disp: 0 de 320 
UBBB -> EHAM | Disp: 72 de 360 
EBCI -> SLLP | Disp: 0 de 320 
SPIM -> SKBO | Disp: 0 de 300 
UBBB -> LBSF | Disp: 0 de 340 
UBBB -> OSDI | Disp: 66 de 360 
